firstName,lastName, LoanBalance , ArrearsBalance ,ArrearsDays,RepaymentAmount,LVR,JointLoan,LPI, SecurityValuation , RelationshipBalance , SavingsBalance ,SavingsBalanceOne,SavingsBalanceThree,ArrearsBalanceOne,ArrearsBalanceThree,ArrearsDaysOne,ArrearsDaysThree,TransactionQuantityOne,TransactionValueOne,TransactionQuantityThree,TransactionValueThree,AppUsageOne,AppUsageThree,InternetUsageOne,InternetUsageThree,BranchVisitsSix,Gender,Age,ResidentialPostcode,DefaultOccurred
Berkley,Binnion,4972.00,2986.00,744,1317.00,82,No,Yes,8737.00,1894.00,7606.00,94,4,10,20,16,50,49,11,52,98,84,81,54,14,79,Male,11,36372,No
Edyth,O'Brian,9605.00,4898.00,704,9482.00,70,Yes,No,5183.00,9432.00,6361.00,39,74,14,70,48,31,18,22,49,100,44,92,15,21,96,Male,2,83386,Yes
Kenyon,Mauro,4163.00,9330.00,495,2761.00,22,No,Yes,8687.00,7310.00,7167.00,47,76,48,27,39,41,65,38,60,26,36,94,49,96,58,Female,9,30278,No
Roma,Killock,9821.00,4070.00,237,896.00,54,No,Yes,1414.00,3373.00,434.00,36,14,78,93,2,68,65,1,44,18,2,67,94,26,88,Male,27,46582,No
Teodorico,Noye,3001.00,3934.00,407,2224.00,91,No,No,7806.00,5550.00,7163.00,56,42,63,5,53,4,40,80,1,33,43,56,74,84,43,Female,45,4556,No
Adolpho,Heggie,9859.00,2749.00,12,9114.00,7,No,No,3006.00,9683.00,9620.00,25,42,71,20,69,83,6,14,6,57,21,96,90,47,72,Female,62,58408,No
Mufinella,Rittelmeyer,2392.00,2848.00,255,8829.00,80,No,Yes,5079.00,5249.00,420.00,8,27,34,48,96,85,79,79,22,91,74,22,32,75,84,Female,37,98045,No
Corly,Fitzpayn,2027.00,8503.00,199,2598.00,18,Yes,No,7862.00,300.00,9134.00,42,83,92,57,1,23,97,42,41,30,73,34,28,20,32,Male,33,79331,No
Janet,Maseyk,107.00,2315.00,591,6702.00,70,Yes,Yes,7254.00,9321.00,9692.00,80,63,7,60,9,29,38,34,36,17,22,89,3,9,100,Female,54,28314,Yes
Burlie,Pagitt,8776.00,430.00,672,650.00,82,Yes,No,7871.00,7485.00,7276.00,66,5,36,39,74,84,95,15,38,26,39,26,13,62,19,Male,44,78382,Yes
Norris,Hayers,5424.00,5204.00,32,4279.00,1,Yes,Yes,7323.00,909.00,2924.00,91,57,92,89,14,44,62,88,93,98,34,76,5,93,1,Male,78,63094,Yes
Brinn,Dancy,2229.00,1938.00,996,9784.00,66,Yes,No,370.00,2056.00,6637.00,23,70,26,57,11,37,66,43,56,1,78,94,71,2,69,Male,53,12922,Yes
Roslyn,Hancke,3419.00,5882.00,713,2638.00,68,No,No,5280.00,7709.00,9155.00,54,84,98,54,64,40,86,1,62,50,43,16,45,98,88,Female,13,48850,Yes
Sindee,Mattes,7729.00,9343.00,569,8199.00,28,Yes,No,8953.00,2578.00,3692.00,96,54,62,83,20,22,31,43,66,33,67,17,36,15,58,Female,11,5369,No
Jordana,Foulis,8449.00,5089.00,537,3389.00,23,No,Yes,5666.00,3908.00,2918.00,47,64,47,1,55,61,37,64,70,26,6,83,28,84,56,Female,9,87812,No
Darcie,Chelnam,4717.00,3324.00,567,4621.00,42,Yes,No,1921.00,6158.00,5050.00,52,54,31,73,62,58,43,17,46,65,37,54,70,51,2,Female,76,87785,No
Isador,Missington,4447.00,7467.00,557,3696.00,31,Yes,Yes,9164.00,9993.00,6915.00,26,10,51,26,2,65,45,59,77,87,70,44,60,32,80,Female,54,68074,No
Hope,Dehn,3022.00,6547.00,990,2263.00,5,No,No,2566.00,1083.00,9907.00,89,17,24,30,60,38,82,12,100,1,34,65,23,3,94,Female,40,44279,No
Hebert,Wiersma,8398.00,6699.00,811,3252.00,79,No,No,9163.00,753.00,6355.00,33,3,60,10,13,60,91,44,76,52,65,2,39,11,86,Male,44,93706,No
Viviana,Ragat,6347.00,5681.00,701,7726.00,10,Yes,Yes,8351.00,6205.00,1926.00,24,56,1,63,37,38,73,74,26,59,43,87,85,44,40,Male,44,11581,Yes
Farica,Ronci,5353.00,7102.00,677,835.00,18,Yes,No,2093.00,6881.00,5217.00,4,33,80,77,96,65,24,26,1,50,75,90,92,45,53,Female,43,54932,Yes
Marlee,Mingaud,5269.00,8051.00,108,5590.00,8,Yes,No,2041.00,698.00,3624.00,77,75,64,61,23,62,94,21,7,30,19,63,41,63,83,Male,26,6523,No
Gianni,Pampling,3471.00,6882.00,792,1311.00,80,No,Yes,3612.00,4681.00,9773.00,25,66,62,33,6,19,35,92,41,94,42,61,34,74,61,Male,67,65180,Yes
Derril,Megany,9785.00,5222.00,243,1706.00,50,No,No,2301.00,8808.00,1141.00,41,58,29,45,82,74,37,37,36,24,24,94,34,64,38,Male,72,53097,No
Elsinore,Kenealy,6187.00,1983.00,870,8590.00,17,Yes,No,9145.00,4866.00,8590.00,82,16,30,4,54,67,39,47,11,47,59,99,59,21,94,Male,59,62783,Yes
Fabio,Arnell,1352.00,7267.00,977,5214.00,78,No,No,3655.00,6543.00,7517.00,26,9,78,28,77,11,60,69,36,5,66,74,99,12,40,Female,76,33532,No
Arie,Canwell,4453.00,1024.00,233,6010.00,50,No,Yes,9500.00,5192.00,353.00,66,26,60,100,91,47,39,34,19,23,76,47,33,89,70,Female,40,78139,Yes
Chrisse,Hullot,8091.00,7510.00,406,5097.00,5,No,Yes,8269.00,1991.00,147.00,85,37,35,20,64,87,24,25,32,52,2,64,6,87,9,Female,52,85544,Yes
Paolina,Bold,2244.00,2981.00,193,5831.00,50,No,Yes,7027.00,7274.00,368.00,96,80,32,19,93,65,67,77,40,1,63,65,88,81,90,Male,80,50373,No
Giraldo,Schimoni,5793.00,7532.00,209,9216.00,20,No,No,5818.00,931.00,4357.00,52,84,57,8,6,33,65,33,52,29,97,71,77,88,19,Male,55,80967,Yes
Carlin,Deighan,1459.00,2266.00,791,8551.00,53,Yes,Yes,8265.00,1070.00,676.00,74,64,85,94,61,89,39,90,35,19,51,95,32,93,70,Female,66,26858,Yes
Marsha,Rottcher,7375.00,5093.00,864,1071.00,6,No,Yes,4241.00,1524.00,7368.00,21,42,78,28,97,63,70,71,86,53,26,73,95,97,60,Male,79,3951,Yes
Raynell,Cadany,6874.00,5748.00,795,1444.00,91,No,No,4859.00,3155.00,4810.00,34,35,57,41,63,32,1,17,16,63,24,93,8,8,36,Female,41,74725,No
Yasmin,Jellybrand,2476.00,1641.00,955,3514.00,30,No,Yes,7709.00,1697.00,8036.00,54,7,33,85,89,89,19,86,30,19,88,82,100,28,41,Female,17,68772,Yes
Andres,Tremelling,3739.00,812.00,44,3369.00,80,Yes,No,6674.00,9019.00,4004.00,64,15,76,73,90,91,43,72,98,12,84,30,80,14,59,Male,42,81280,No
Diane-marie,Plevey,1782.00,5231.00,817,7033.00,75,Yes,Yes,7815.00,3626.00,2269.00,69,18,16,78,89,22,50,18,29,75,90,5,98,32,44,Female,34,47892,No
Pall,Meuse,6874.00,3096.00,337,9272.00,1,No,Yes,6445.00,3737.00,2200.00,90,33,6,54,31,2,7,26,11,11,6,5,7,49,4,Male,74,62597,Yes
Daffi,Pegden,3724.00,1764.00,506,8479.00,45,Yes,No,3657.00,8807.00,9220.00,51,57,71,58,60,90,7,16,72,83,82,52,82,21,33,Male,40,29553,No
Lionel,Dunridge,7495.00,7685.00,785,5642.00,67,No,Yes,529.00,2643.00,687.00,100,8,66,83,7,49,81,41,63,86,73,52,20,90,72,Female,42,27414,Yes
Evangelina,Gillan,820.00,5345.00,567,5028.00,22,No,No,6177.00,7815.00,2081.00,79,93,13,74,38,44,36,53,35,52,95,56,76,42,82,Male,65,96616,Yes
Shepard,Birrel,3589.00,392.00,27,5415.00,15,Yes,Yes,2796.00,6745.00,6653.00,9,51,21,51,44,21,60,43,12,24,28,36,71,88,71,Female,8,86572,No
Buddy,Moden,3457.00,6256.00,636,6172.00,18,Yes,Yes,4880.00,2250.00,3881.00,52,8,70,82,86,74,72,76,10,62,90,8,10,26,65,Female,70,82714,Yes
Ethan,Wight,9493.00,6044.00,524,5851.00,35,Yes,Yes,5618.00,4947.00,9433.00,29,92,62,71,11,73,8,90,17,20,25,97,50,66,39,Female,75,97317,Yes
Dominga,Kenyam,5973.00,5265.00,869,3633.00,81,No,Yes,2734.00,5626.00,8160.00,30,8,75,68,64,80,93,36,58,63,53,83,97,1,72,Male,4,7040,Yes
Jayme,Santo,5381.00,995.00,477,1267.00,1,No,Yes,9143.00,5848.00,9959.00,44,5,60,97,6,21,48,10,9,27,71,10,42,76,73,Female,58,92967,Yes
Gwendolin,Whiles,3697.00,6316.00,729,9574.00,78,Yes,Yes,9630.00,5450.00,1430.00,77,22,85,13,18,17,36,38,23,7,81,42,100,46,92,Female,26,43766,No
Bartholemy,Houldey,480.00,5987.00,329,2268.00,1,No,No,8947.00,5364.00,7722.00,33,37,54,5,71,54,98,37,5,44,66,91,2,73,58,Female,8,59369,Yes
Heddie,Monget,2275.00,8373.00,897,1143.00,65,Yes,Yes,6877.00,4128.00,1555.00,61,6,28,63,72,10,87,29,83,43,48,78,21,16,4,Female,31,31827,Yes
Darb,Colquit,2939.00,9129.00,347,8594.00,46,No,No,6486.00,4395.00,8366.00,88,71,29,95,84,74,79,94,91,58,91,39,18,19,83,Male,20,50627,Yes
Emlynne,Riggoll,5753.00,270.00,786,9942.00,10,No,No,6076.00,8815.00,6550.00,41,28,62,52,12,12,81,71,40,27,13,71,22,2,39,Male,58,73380,Yes
Gerri,Godrich,9288.00,3490.00,182,2713.00,49,No,No,3892.00,3130.00,5429.00,27,69,66,40,59,56,93,59,4,70,77,56,20,37,64,Female,8,41466,No
Maribeth,Cajkler,1019.00,3794.00,661,5779.00,21,Yes,Yes,3555.00,7180.00,7809.00,10,74,46,48,39,46,100,32,89,15,45,77,61,4,66,Female,59,53905,No
Alejandro,Spurdle,2578.00,8870.00,746,7029.00,82,Yes,No,5280.00,2459.00,5065.00,35,24,14,99,99,85,60,69,49,1,48,77,44,42,82,Female,6,42879,No
Thalia,Duckels,1359.00,2489.00,873,8049.00,59,No,Yes,7147.00,8828.00,9455.00,26,58,55,62,74,68,72,42,87,46,89,83,24,68,4,Female,79,87208,Yes
Annabel,Bucknell,984.00,4599.00,389,4851.00,88,Yes,No,8844.00,9502.00,8976.00,4,77,91,74,28,22,21,45,38,4,5,59,64,99,71,Male,45,80733,Yes
Merill,Antyshev,2246.00,4598.00,260,768.00,83,No,No,6084.00,7364.00,4943.00,4,85,44,24,96,46,79,15,66,7,9,91,75,76,21,Male,42,71540,No
Laryssa,Tutsell,293.00,8207.00,381,1036.00,66,Yes,No,7571.00,3852.00,2830.00,100,52,54,34,23,4,20,64,97,49,59,31,25,71,25,Male,14,12585,Yes
Annabella,Lethieulier,7750.00,7767.00,403,8538.00,100,Yes,No,711.00,7252.00,6950.00,71,26,95,31,17,44,22,14,41,82,7,36,88,91,48,Female,67,19081,Yes
Lacy,Easey,872.00,9351.00,356,9869.00,86,Yes,No,1886.00,561.00,7725.00,73,23,57,5,52,69,72,58,82,41,80,92,3,5,75,Male,25,33774,Yes
Ertha,Welfare,6720.00,5886.00,349,3162.00,91,No,No,2705.00,5888.00,351.00,29,75,16,40,100,56,64,58,68,12,59,71,71,90,69,Male,9,19105,Yes
Sayer,Nand,4494.00,7546.00,700,9687.00,34,Yes,No,2211.00,7285.00,7405.00,5,9,10,96,64,21,9,83,46,51,97,78,100,13,56,Male,5,96822,Yes
Rory,Hirsthouse,9896.00,714.00,590,3587.00,35,Yes,No,7768.00,2091.00,9884.00,4,10,11,32,93,42,18,12,57,69,84,88,37,53,76,Male,48,81064,Yes
Jory,Blackbrough,5746.00,8081.00,249,9523.00,75,Yes,Yes,4467.00,8391.00,6836.00,49,52,93,93,79,67,36,14,11,74,88,86,99,93,77,Male,40,69240,Yes
Kania,Tersay,3928.00,4271.00,580,4069.00,40,No,No,7400.00,6645.00,2525.00,33,60,19,68,95,100,63,27,39,6,13,47,63,54,4,Female,31,28842,No
Findley,Denial,1539.00,690.00,500,6447.00,84,Yes,Yes,9031.00,911.00,7975.00,27,4,83,32,87,44,91,55,26,75,71,50,38,97,66,Male,8,45981,Yes
Lindsey,Lesper,9839.00,7538.00,593,4640.00,9,Yes,No,2965.00,4953.00,7093.00,41,93,86,77,52,89,45,22,35,82,66,6,27,76,82,Female,7,17191,No
Keith,Nicholson,2830.00,4819.00,448,2838.00,64,Yes,No,2076.00,771.00,7507.00,60,82,68,94,39,19,50,100,30,15,63,14,20,41,57,Female,36,74431,No
Saunderson,Wolver,7473.00,2169.00,675,9997.00,63,Yes,Yes,8704.00,3286.00,9166.00,27,29,79,29,24,60,67,58,67,55,86,95,94,41,47,Male,42,65448,No
Mikel,Tolwood,1370.00,9907.00,904,2310.00,26,No,No,1334.00,6405.00,2975.00,93,65,44,54,38,38,70,90,35,72,96,32,81,47,40,Male,76,57417,No
Rosabelle,Grenkov,5013.00,8397.00,642,7777.00,32,Yes,No,8199.00,8905.00,4330.00,44,28,71,39,13,57,98,42,72,26,34,35,67,63,11,Male,21,24656,Yes
Moses,Brodeau,2188.00,2828.00,969,8892.00,77,No,No,7403.00,9037.00,2500.00,89,77,10,37,10,81,89,82,2,44,21,10,57,78,81,Male,64,9757,No
Eugine,Bangley,3861.00,2935.00,357,5780.00,44,Yes,No,4241.00,1011.00,2952.00,17,53,79,71,44,87,76,98,23,53,7,6,81,88,60,Male,64,13940,No
Gaspard,Flewitt,7581.00,2009.00,156,4449.00,51,No,Yes,8810.00,3914.00,1194.00,64,47,32,8,3,75,97,16,44,91,69,92,23,43,25,Female,65,10044,No
Adolpho,Bierling,3548.00,4166.00,372,2146.00,65,No,No,388.00,655.00,1046.00,39,85,63,1,79,92,87,35,5,94,69,98,17,91,37,Female,77,24256,No
Buck,Driver,4494.00,6292.00,448,4653.00,12,Yes,No,4047.00,8389.00,3448.00,71,61,26,80,20,80,89,87,66,30,23,88,26,53,78,Female,50,56113,Yes
Gweneth,Medhurst,7194.00,4191.00,928,1507.00,81,No,Yes,4037.00,4289.00,2830.00,53,93,14,30,87,34,53,17,98,45,96,99,84,40,89,Male,8,46067,No
Ellary,Hyams,1350.00,1972.00,126,8477.00,92,Yes,Yes,7154.00,3416.00,5907.00,67,95,10,4,94,76,28,57,34,80,59,86,62,59,12,Male,51,1258,Yes
Jill,MacNally,571.00,1573.00,408,8241.00,56,Yes,Yes,5000.00,2500.00,5728.00,66,23,65,41,54,44,7,73,57,10,1,95,33,89,25,Male,4,45318,Yes
Roanna,Hitter,513.00,7571.00,64,3069.00,75,No,Yes,9098.00,7206.00,7766.00,3,89,43,37,5,25,90,48,96,77,12,15,63,96,79,Female,72,32288,Yes
Dimitri,Satch,7037.00,8221.00,440,2386.00,52,No,No,3370.00,6131.00,2188.00,56,7,39,62,54,37,75,20,71,84,23,81,43,31,1,Male,14,15683,No
Carver,Masselin,4655.00,3056.00,718,1513.00,16,Yes,Yes,6108.00,5429.00,5370.00,67,25,96,69,18,64,83,38,37,63,84,1,86,64,39,Male,65,44430,No
Jae,Ebbers,6616.00,4582.00,4,4460.00,69,Yes,No,5345.00,8276.00,4376.00,26,17,79,90,33,49,24,63,50,39,88,6,86,57,51,Female,3,32196,No
Orlando,Ricioppo,2317.00,581.00,791,8912.00,46,No,No,7195.00,5983.00,1030.00,68,95,23,19,52,6,34,9,60,20,98,57,94,83,76,Male,77,29106,No
Aida,Boyett,2970.00,4106.00,211,5306.00,69,No,Yes,823.00,7040.00,9029.00,40,9,25,57,79,19,4,10,20,53,42,52,95,54,39,Female,74,92790,No
Abbott,Gynne,737.00,6925.00,297,7025.00,33,Yes,Yes,7602.00,9961.00,1968.00,55,5,18,53,75,46,1,44,62,38,9,9,60,69,29,Male,2,64857,No
Filberte,Chater,142.00,8390.00,215,1018.00,87,No,No,3321.00,1935.00,5026.00,90,95,6,94,75,38,72,95,27,88,75,16,84,34,24,Male,63,91901,No
Cayla,Swoffer,9116.00,3198.00,305,5050.00,92,No,Yes,9971.00,7334.00,197.00,69,94,54,9,78,93,86,68,31,84,90,88,21,65,99,Male,3,95297,Yes
Hardy,Gritten,6304.00,2587.00,787,9262.00,8,No,Yes,2889.00,5265.00,1546.00,98,53,56,73,37,22,22,1,77,57,63,70,29,5,87,Female,63,3936,Yes
Jonathon,Potte,1236.00,4221.00,942,4357.00,100,Yes,Yes,1933.00,5996.00,7948.00,7,18,99,79,22,51,88,67,10,7,71,6,75,9,20,Female,76,64977,No
Ameline,Piscopello,7046.00,3505.00,91,8879.00,58,Yes,Yes,7337.00,4420.00,4343.00,68,47,7,77,98,92,94,55,24,24,13,50,98,2,31,Male,8,99388,No
Leticia,Birkett,1614.00,952.00,402,7922.00,69,Yes,No,4602.00,2105.00,5277.00,56,37,55,61,5,95,83,84,63,31,30,5,82,94,24,Female,29,59583,Yes
Hedi,Ungerer,8518.00,5098.00,267,5213.00,35,No,No,4340.00,6356.00,4147.00,67,55,63,67,87,26,87,97,78,27,66,91,14,32,93,Female,43,70364,Yes
Archambault,Buse,3615.00,5661.00,975,661.00,1,Yes,Yes,9910.00,5024.00,8412.00,20,23,21,18,50,20,90,81,9,95,61,91,60,1,95,Male,56,1595,No
Maritsa,Pinkstone,9179.00,3876.00,836,6926.00,9,Yes,Yes,4967.00,1033.00,1271.00,95,77,60,18,9,41,8,8,60,43,32,49,15,43,98,Male,13,73539,Yes
Corbin,Codrington,4602.00,9286.00,975,9925.00,59,No,No,510.00,6578.00,2195.00,16,36,85,80,41,32,79,56,89,10,60,13,88,45,10,Male,25,24144,Yes
Franklin,Wyeld,972.00,590.00,229,2074.00,68,No,No,3388.00,6929.00,3057.00,85,53,56,86,58,66,2,90,49,76,67,74,30,69,72,Female,75,72413,Yes
Franciskus,Nizet,2161.00,421.00,592,3788.00,50,Yes,No,9428.00,7309.00,6294.00,52,41,88,72,12,35,98,29,58,27,93,71,58,4,17,Female,59,77928,Yes
Vinni,Worswick,4462.00,2494.00,135,8416.00,52,No,Yes,9371.00,6223.00,9126.00,16,45,81,49,55,9,1,34,11,97,47,48,91,34,31,Female,50,18870,No
Lanette,Hackleton,238.00,6137.00,876,8996.00,1,Yes,No,8924.00,1499.00,4145.00,13,98,16,2,43,92,19,41,12,47,83,96,50,55,65,Female,50,73992,Yes
Douglass,Klimuk,259.00,6419.00,136,8458.00,14,Yes,Yes,4064.00,6336.00,3113.00,67,69,78,42,96,61,59,17,32,73,59,72,92,94,49,Male,57,69633,No
Dilan,Earley,7001.00,5069.00,195,767.00,11,No,No,4200.00,7463.00,5261.00,57,32,88,63,38,63,5,87,13,22,34,16,94,85,15,Male,3,56421,No
Clarey,Snoad,3355.00,5894.00,452,5004.00,59,No,No,516.00,4045.00,4145.00,2,60,17,84,16,23,65,41,44,85,96,8,13,96,87,Female,14,25140,Yes
Marchall,Coaker,133.00,6233.00,84,1630.00,62,No,No,4079.00,4250.00,2724.00,71,63,23,99,13,61,8,59,80,85,39,76,2,85,57,Male,75,47384,Yes
Consolata,Vannet,1275.00,9634.00,239,5557.00,12,Yes,Yes,2703.00,5705.00,5955.00,14,56,39,62,14,58,59,8,15,27,18,86,100,72,55,Female,13,95952,Yes
Frederic,Bartoloma,7180.00,1229.00,369,6142.00,46,Yes,Yes,1208.00,7159.00,487.00,63,93,62,52,2,88,95,58,86,30,81,71,93,95,96,Male,54,36348,No
Patrizio,Ellerbeck,631.00,7268.00,624,9147.00,91,Yes,No,1878.00,2861.00,2912.00,89,87,96,78,94,34,49,60,50,24,94,33,77,4,62,Female,73,55032,Yes
Meara,Crookshank,1826.00,442.00,370,228.00,71,Yes,No,7786.00,7169.00,4520.00,16,66,81,7,23,59,30,68,92,62,54,50,97,29,39,Male,28,23899,Yes
Sheeree,Byatt,9951.00,7102.00,387,2127.00,88,Yes,No,7901.00,5433.00,692.00,79,50,3,54,4,28,50,81,70,20,1,59,42,49,79,Female,55,71535,No
Cart,Masding,6020.00,6020.00,290,2902.00,41,Yes,No,4383.00,7783.00,7663.00,100,34,99,14,5,18,23,11,82,50,97,68,96,35,100,Male,20,49581,No
Abrahan,Fewell,116.00,5100.00,627,1072.00,19,No,Yes,5100.00,5786.00,279.00,65,83,40,48,36,1,38,8,43,22,90,20,15,56,57,Male,23,58134,No
Paddy,Andrasch,6166.00,7572.00,303,2060.00,61,Yes,No,611.00,2109.00,9941.00,91,79,28,18,25,58,56,20,42,7,37,21,88,64,73,Male,52,59201,No
Bernhard,Pirt,3162.00,3752.00,334,3346.00,28,No,No,9861.00,7743.00,6470.00,77,70,80,30,85,23,71,89,100,34,74,59,71,62,15,Female,2,6887,Yes
Augustus,Pipe,2438.00,6729.00,306,4281.00,84,Yes,Yes,7632.00,8089.00,9469.00,96,25,15,57,1,12,48,24,12,44,87,64,7,8,87,Male,12,87534,Yes
Gwenore,Speight,8500.00,5819.00,264,6777.00,13,No,No,3846.00,229.00,6968.00,49,9,4,79,89,45,62,72,87,55,49,18,76,84,5,Male,12,4061,No
Talbot,Louthe,5570.00,8452.00,462,6784.00,26,Yes,Yes,8519.00,454.00,739.00,81,72,39,2,69,67,75,25,35,13,44,61,72,35,33,Female,48,98137,Yes
Nikolos,Giacomo,4523.00,6448.00,907,9193.00,47,Yes,Yes,1085.00,4017.00,843.00,12,96,53,14,31,99,58,22,98,28,50,95,7,70,42,Female,52,89062,No
Onfre,Poyzer,5576.00,6485.00,17,7829.00,17,Yes,No,9645.00,5182.00,9789.00,47,95,77,36,75,77,31,87,42,58,96,64,94,33,67,Female,8,43187,No
Charo,Coventry,2683.00,7020.00,776,3796.00,82,No,Yes,4614.00,4026.00,9853.00,55,6,44,6,92,11,91,49,6,34,29,98,76,46,78,Female,74,34277,Yes
Gib,Marre,8691.00,4104.00,396,647.00,52,No,Yes,4503.00,7867.00,794.00,90,43,35,91,76,92,55,41,81,86,34,41,46,85,88,Male,8,23967,Yes
Frasco,Ellerby,9802.00,8871.00,378,2488.00,81,Yes,No,5120.00,8160.00,3327.00,42,23,45,5,95,84,15,45,31,20,70,63,38,27,97,Male,39,30294,Yes
Simone,Sole,9463.00,159.00,957,1960.00,81,No,No,2327.00,789.00,9745.00,24,80,85,92,16,51,32,18,73,12,96,52,22,92,75,Female,27,79372,No
Hildy,Land,6605.00,8368.00,594,7127.00,3,Yes,No,9855.00,8591.00,9645.00,88,26,63,68,42,18,97,80,72,17,27,16,87,83,54,Female,8,48219,No
Israel,Blinckhorne,252.00,7464.00,618,5834.00,77,No,Yes,6057.00,6486.00,1159.00,33,89,93,10,78,85,85,67,80,26,18,48,2,78,40,Male,46,33653,Yes
Olimpia,Mattersley,4089.00,9384.00,13,1468.00,77,Yes,No,4762.00,1711.00,5431.00,65,5,23,21,63,48,47,14,75,98,34,100,58,44,54,Female,40,94878,No
Nathalie,Dinis,1720.00,8926.00,179,4188.00,76,No,No,426.00,292.00,1402.00,32,7,19,66,78,9,65,56,67,73,49,82,35,34,13,Male,53,11025,No
Perice,Humphrey,673.00,7118.00,728,7902.00,64,No,No,7930.00,9435.00,7634.00,85,41,51,33,38,29,35,38,17,72,28,40,35,70,3,Male,33,83279,Yes
Kean,Dwire,7486.00,2216.00,386,3022.00,42,No,No,6793.00,5350.00,1903.00,39,49,26,63,64,4,12,82,9,52,94,76,96,91,97,Female,16,81577,No
Editha,Rentoul,5466.00,6258.00,447,4534.00,15,Yes,Yes,6921.00,5212.00,964.00,2,74,45,52,50,85,68,16,74,81,92,19,78,34,71,Female,48,34228,No
Leena,Kille,8802.00,2936.00,75,9144.00,92,Yes,No,6728.00,4402.00,9637.00,53,31,62,8,83,62,56,81,56,37,48,27,79,81,54,Female,51,18931,Yes
Germayne,Tesh,3673.00,2797.00,332,9432.00,43,Yes,No,7407.00,8389.00,8883.00,94,59,30,4,26,26,98,85,53,92,16,10,6,30,41,Male,17,38858,No
Violette,Boots,1604.00,7816.00,491,4975.00,15,Yes,Yes,2045.00,9028.00,5802.00,53,70,96,47,53,100,98,51,7,57,93,11,49,30,22,Female,13,18196,No
Guthry,Heavy,9281.00,9442.00,878,4003.00,36,Yes,Yes,5364.00,8431.00,6837.00,53,8,24,18,32,39,86,82,93,87,36,24,17,32,98,Female,31,46853,Yes
Darius,Backshell,6054.00,247.00,677,1656.00,97,Yes,No,3854.00,4819.00,3965.00,71,82,63,73,95,84,95,39,3,2,38,4,20,22,17,Female,42,99585,No
Jeffry,Hanby,536.00,6350.00,99,3479.00,35,No,Yes,7109.00,5508.00,6272.00,6,96,29,34,70,14,96,71,56,78,38,98,70,25,67,Male,55,5447,Yes
Emilee,Scutter,745.00,2472.00,951,312.00,38,No,No,9454.00,6166.00,1352.00,22,34,10,38,27,1,87,48,76,37,40,40,42,44,30,Male,23,24436,Yes
Darell,Shakelady,827.00,7554.00,947,5219.00,17,No,Yes,1283.00,9602.00,4061.00,85,16,92,70,67,47,37,3,72,45,27,27,71,81,97,Male,38,68793,No
Elga,Wishart,8160.00,9449.00,364,447.00,48,No,No,2169.00,2461.00,9898.00,79,59,6,11,95,67,22,54,33,33,22,65,26,99,6,Male,26,69990,Yes
Celesta,Gaitung,9875.00,5612.00,609,1153.00,70,Yes,Yes,6624.00,5450.00,3932.00,36,20,35,16,50,16,94,77,99,14,80,44,80,45,71,Female,71,97523,Yes
Eustacia,Brown,1707.00,5288.00,180,1649.00,72,Yes,Yes,2401.00,5149.00,8776.00,96,5,58,16,23,53,54,23,96,35,43,12,22,40,32,Male,32,31511,No
Moshe,Qusklay,3216.00,102.00,483,6307.00,52,Yes,No,9572.00,8878.00,8347.00,86,65,9,66,38,85,96,96,24,71,3,82,44,50,24,Female,55,1482,Yes
Ollie,Hayhow,5396.00,3730.00,29,6243.00,37,Yes,Yes,807.00,6928.00,8485.00,100,12,63,61,55,16,15,49,13,23,64,15,37,96,72,Male,75,72148,No
Adams,Fursse,6731.00,9532.00,881,2717.00,43,No,Yes,7977.00,8095.00,3332.00,25,26,4,48,42,62,15,46,74,89,7,82,3,34,61,Male,58,68263,No
Humberto,Hugnot,3743.00,7021.00,645,3603.00,38,Yes,No,7335.00,4538.00,2762.00,23,12,31,15,27,8,46,10,43,6,27,55,23,10,50,Male,9,56562,No
Dwight,Erlam,6243.00,9480.00,543,5251.00,7,Yes,No,2191.00,1244.00,3083.00,76,100,14,86,82,26,49,54,83,45,36,18,93,56,23,Female,68,86499,Yes
Magda,Cathcart,366.00,1432.00,408,846.00,79,No,Yes,9849.00,1193.00,1127.00,38,1,19,12,20,5,55,5,32,34,44,62,47,8,82,Male,9,52871,Yes
Gery,Stannering,6528.00,3327.00,452,6570.00,35,No,No,4749.00,4658.00,8342.00,52,78,64,28,98,42,25,66,55,30,64,90,24,56,25,Female,66,96618,Yes
Yetta,Vigours,1817.00,3549.00,424,1747.00,70,Yes,Yes,7903.00,4204.00,4445.00,50,66,64,45,15,35,28,47,53,16,90,38,88,94,1,Male,70,6111,Yes
Lila,Philliphs,7594.00,7631.00,590,3028.00,82,Yes,No,1482.00,234.00,3443.00,14,65,49,69,24,56,93,65,67,52,16,99,69,45,75,Male,44,95259,No
Shurwood,Bemwell,5203.00,6889.00,716,9138.00,83,Yes,Yes,8032.00,4745.00,5886.00,66,87,6,60,96,94,57,4,19,25,1,91,54,32,61,Male,78,38259,No
Derrik,Munning,2324.00,9036.00,663,9879.00,52,No,Yes,2852.00,3181.00,699.00,36,97,2,91,98,63,25,93,74,51,69,71,49,20,46,Female,22,50582,Yes
Ingelbert,Beed,1983.00,3241.00,316,6794.00,82,Yes,Yes,123.00,3223.00,8034.00,79,96,30,63,31,78,75,45,18,7,71,88,49,12,19,Female,71,1762,Yes
